id,event_id,name,sport,team,region_en,region_fr,region_nl,bio_en,bio_fr,bio_nl
ath-5668,sport-8,Athlete 687P8EOZ,Cycling,SPORTCLUB TORDALE,West-Vlaanderen,West-Vlaanderen,West-Vlaanderen,"Male athlete, age 27, active in Cycling (2016).","Athlete male, 27 ans, actif en Cycling (2016).","Male atleet, 27 jaar, actief in Cycling (2016)."
ath-5694,sport-3,Athlete 6DSIKRJI,Athletics/Track and Field,ALVINNENBERG,Vlaams-Brabant,Vlaams-Brabant,Vlaams-Brabant,"Female athlete, age 48, active in Athletics/Track and Field (2016).","Athlete female, 48 ans, actif en Athletics/Track and Field (2016).","Female atleet, 48 jaar, actief in Athletics/Track and Field (2016)."
ath-5695,sport-3,Athlete 6DXCHZMG,Athletics/Track and Field,LA SOURIS VERTE,Hainaut,Hainaut,Hainaut,"Male athlete, age 50, active in Athletics/Track and Field (2016).","Athlete male, 50 ans, actif en Athletics/Track and Field (2016).","Male atleet, 50 jaar, actief in Athletics/Track and Field (2016)."
ath-5711,sport-17,Athlete 6I361MHY,Netball,Unknown,Belgium,Belgium,Belgium,"Female athlete, age 37, active in Netball (2016).","Athlete female, 37 ans, actif en Netball (2016).","Female atleet, 37 jaar, actief in Netball (2016)."
ath-5721,sport-3,Athlete 6KOJ6DYY,Athletics/Track and Field,ASCENSION 2,Hainaut,Hainaut,Hainaut,"Female athlete, age 44, active in Athletics/Track and Field (2016).","Athlete female, 44 ans, actif en Athletics/Track and Field (2016).","Female atleet, 44 jaar, actief in Athletics/Track and Field (2016)."
ath-5758,sport-6,Athlete 6T31A26H,Bocce,Unknown,Belgium,Belgium,Belgium,"Female athlete, age 38, active in Bocce (2016).","Athlete female, 38 ans, actif en Bocce (2016).","Female atleet, 38 jaar, actief in Bocce (2016)."
ath-5766,sport-14,Athlete 6U6K9OZ2,Judo,Unknown,Belgium,Belgium,Belgium,"Male athlete, age 36, active in Judo (2016).","Athlete male, 36 ans, actif en Judo (2016).","Male atleet, 36 jaar, actief in Judo (2016)."
ath-5832,sport-23,Athlete 73L0QBXY,Triathlon,CLAIRVAL SPORT ACIS,Luxembourg,Luxembourg,Luxembourg,"Male athlete, age 33, active in Triathlon (2016).","Athlete male, 33 ans, actif en Triathlon (2016).","Male atleet, 33 jaar, actief in Triathlon (2016)."
ath-5835,sport-3,Athlete 7413UP2C,Athletics/Track and Field,RAVELIJN,West-Vlaanderen,West-Vlaanderen,West-Vlaanderen,"Male athlete, age 31, active in Athletics/Track and Field (2016).","Athlete male, 31 ans, actif en Athletics/Track and Field (2016).","Male atleet, 31 jaar, actief in Athletics/Track and Field (2016)."
ath-5851,sport-2,Athlete 76SPFVZG,Aquatics/Swimming,SPORTSCHUURKE,Oost-Vlaanderen,Oost-Vlaanderen,Oost-Vlaanderen,"Male athlete, age 59, active in Aquatics/Swimming (2016).","Athlete male, 59 ans, actif en Aquatics/Swimming (2016).","Male atleet, 59 jaar, actief in Aquatics/Swimming (2016)."
ath-5856,sport-8,Athlete 78BHAKU2,Cycling,DE MOLENKREKELS,Oost-Vlaanderen,Oost-Vlaanderen,Oost-Vlaanderen,"Male athlete, age 63, active in Cycling (2016).","Athlete male, 63 ans, actif en Cycling (2016).","Male atleet, 63 jaar, actief in Cycling (2016)."
ath-5876,sport-3,Athlete 7AEOKDM5,Athletics/Track and Field,Unknown,Belgium,Belgium,Belgium,"Female athlete, age 24, active in Athletics/Track and Field (2016).","Athlete female, 24 ans, actif en Athletics/Track and Field (2016).","Female atleet, 24 jaar, actief in Athletics/Track and Field (2016)."
ath-5916,sport-12,Athlete 7IGYBJCW,Gymnastics (Artistic),LA CLAIRIÈRE,Brussel/Bruxelles,Brussel/Bruxelles,Brussel/Bruxelles,"Female athlete, age 22, active in Gymnastics (Artistic) (2016).","Athlete female, 22 ans, actif en Gymnastics (Artistic) (2016).","Female atleet, 22 jaar, actief in Gymnastics (Artistic) (2016)."
ath-5927,sport-9,Athlete 7KMKOV6D,Equestrian,LES PLATANES,Brussel/Bruxelles,Brussel/Bruxelles,Brussel/Bruxelles,"Female athlete, age 39, active in Equestrian (2016).","Athlete female, 39 ans, actif en Equestrian (2016).","Female atleet, 39 jaar, actief in Equestrian (2016)."
ath-5928,sport-19,Athlete 7KZZOD6Y,Sportgames,L'EFFORT,Liège,Liège,Liège,"Female athlete, age 66, active in Sportgames (2016).","Athlete female, 66 ans, actif en Sportgames (2016).","Female atleet, 66 jaar, actief in Sportgames (2016)."
ath-6002,sport-7,Athlete 7ZDROVJU,Bowling,"CERCLE SPORTIF ""LA SEVE""",Liège,Liège,Liège,"Male athlete, age 55, active in Bowling (2016).","Athlete male, 55 ans, actif en Bowling (2016).","Male atleet, 55 jaar, actief in Bowling (2016)."
ath-6027,sport-16,Athlete 82TPKFQR,Motor Activities,LE COUP FRANC,Brabant Wallon,Brabant Wallon,Brabant Wallon,"Male athlete, age 37, active in Motor Activities (2016).","Athlete male, 37 ans, actif en Motor Activities (2016).","Male atleet, 37 jaar, actief in Motor Activities (2016)."
ath-6099,sport-2,Athlete 8E8XY0TV,Aquatics/Swimming,CLAIRVAL SPORT ACIS,Luxembourg,Luxembourg,Luxembourg,"Male athlete, age 26, active in Aquatics/Swimming (2016).","Athlete male, 26 ans, actif en Aquatics/Swimming (2016).","Male atleet, 26 jaar, actief in Aquatics/Swimming (2016)."
ath-6106,sport-1,Athlete 8GL57QTR,Adapted Physical Activities,LES RENARDS DE VOLAIVILLE,Luxembourg,Luxembourg,Luxembourg,"Male athlete, age 68, active in Adapted Physical Activities (2016).","Athlete male, 68 ans, actif en Adapted Physical Activities (2016).","Male atleet, 68 jaar, actief in Adapted Physical Activities (2016)."
ath-6124,sport-2,Athlete 8LDALVHP,Aquatics/Swimming,CLAIRVAL SPORT ACIS,Luxembourg,Luxembourg,Luxembourg,"Female athlete, age 29, active in Aquatics/Swimming (2016).","Athlete female, 29 ans, actif en Aquatics/Swimming (2016).","Female atleet, 29 jaar, actief in Aquatics/Swimming (2016)."
ath-6144,sport-7,Athlete 8QHY2VRE,Bowling,MOSPO,Hainaut,Hainaut,Hainaut,"Female athlete, age 79, active in Bowling (2016).","Athlete female, 79 ans, actif en Bowling (2016).","Female atleet, 79 jaar, actief in Bowling (2016)."
ath-6148,sport-19,Athlete 8R0X7OZG,Sportgames,LES FOUGERES,Brussel/Bruxelles,Brussel/Bruxelles,Brussel/Bruxelles,"Female athlete, age 58, active in Sportgames (2016).","Athlete female, 58 ans, actif en Sportgames (2016).","Female atleet, 58 jaar, actief in Sportgames (2016)."
ath-6175,sport-6,Athlete 8WM8CYD3,Bocce,Unknown,Belgium,Belgium,Belgium,"Female athlete, age 57, active in Bocce (2016).","Athlete female, 57 ans, actif en Bocce (2016).","Female atleet, 57 jaar, actief in Bocce (2016)."
ath-6187,sport-3,Athlete 8YZJSUZR,Athletics/Track and Field,LES COPAINS,Brussel/Bruxelles,Brussel/Bruxelles,Brussel/Bruxelles,"Female athlete, age 57, active in Athletics/Track and Field (2016).","Athlete female, 57 ans, actif en Athletics/Track and Field (2016).","Female atleet, 57 jaar, actief in Athletics/Track and Field (2016)."
ath-6195,sport-8,Athlete 9012743Y,Cycling,Unknown,Belgium,Belgium,Belgium,"Male athlete, age 29, active in Cycling (2016).","Athlete male, 29 ans, actif en Cycling (2016).","Male atleet, 29 jaar, actief in Cycling (2016)."
ath-6245,sport-3,Athlete 981TTBHR,Athletics/Track and Field,LES OLIVIERS SPORT,Liège,Liège,Liège,"Male athlete, age 58, active in Athletics/Track and Field (2016).","Athlete male, 58 ans, actif en Athletics/Track and Field (2016).","Male atleet, 58 jaar, actief in Athletics/Track and Field (2016)."
ath-6282,sport-16,Athlete 9EYIU2YA,Motor Activities,A.S. AURORE,Hainaut,Hainaut,Hainaut,"Female athlete, age 37, active in Motor Activities (2016).","Athlete female, 37 ans, actif en Motor Activities (2016).","Female atleet, 37 jaar, actief in Motor Activities (2016)."
ath-6291,sport-2,Athlete 9GD1197G,Aquatics/Swimming,CLAIRVAL SPORT ACIS,Luxembourg,Luxembourg,Luxembourg,"Female athlete, age 43, active in Aquatics/Swimming (2016).","Athlete female, 43 ans, actif en Aquatics/Swimming (2016).","Female atleet, 43 jaar, actief in Aquatics/Swimming (2016)."
ath-6342,sport-2,Athlete 9PP3EJ26,Aquatics/Swimming,Unknown,Belgium,Belgium,Belgium,"Female athlete, age 56, active in Aquatics/Swimming (2016).","Athlete female, 56 ans, actif en Aquatics/Swimming (2016).","Female atleet, 56 jaar, actief in Aquatics/Swimming (2016)."
ath-6351,sport-16,Athlete 9SBKPAIN,Motor Activities,LES DAHUTS - ANDAGE,Luxembourg,Luxembourg,Luxembourg,"Male athlete, age 35, active in Motor Activities (2016).","Athlete male, 35 ans, actif en Motor Activities (2016).","Male atleet, 35 jaar, actief in Motor Activities (2016)."
ath-6358,sport-11,Athlete 9SMZC8SH,Football/Soccer,DE HOGE KOUTER,West-Vlaanderen,West-Vlaanderen,West-Vlaanderen,"Male athlete, age 30, active in Football/Soccer (2016).","Athlete male, 30 ans, actif en Football/Soccer (2016).","Male atleet, 30 jaar, actief in Football/Soccer (2016)."
ath-6453,sport-4,Athlete AD6WKZU1,Badminton,Unknown,Belgium,Belgium,Belgium,"Male athlete, age 30, active in Badminton (2016).","Athlete male, 30 ans, actif en Badminton (2016).","Male atleet, 30 jaar, actief in Badminton (2016)."
ath-6505,sport-5,Athlete AN211G5Q,Basketball,L'ENVOLÉE,Liège,Liège,Liège,"Male athlete, age 31, active in Basketball (2016).","Athlete male, 31 ans, actif en Basketball (2016).","Male atleet, 31 jaar, actief in Basketball (2016)."
ath-6515,sport-2,Athlete AOALCGK1,Aquatics/Swimming,STARTEMIA,Brussel/Bruxelles,Brussel/Bruxelles,Brussel/Bruxelles,"Male athlete, age 35, active in Aquatics/Swimming (2016).","Athlete male, 35 ans, actif en Aquatics/Swimming (2016).","Male atleet, 35 jaar, actief in Aquatics/Swimming (2016)."
ath-6548,sport-3,Athlete AURBKQKW,Athletics/Track and Field,ASCENSION 2,Hainaut,Hainaut,Hainaut,"Male athlete, age 45, active in Athletics/Track and Field (2016).","Athlete male, 45 ans, actif en Athletics/Track and Field (2016).","Male atleet, 45 jaar, actief in Athletics/Track and Field (2016)."
ath-6570,sport-3,Athlete AZ6J5GCE,Athletics/Track and Field,Unknown,Belgium,Belgium,Belgium,"Female athlete, age 66, active in Athletics/Track and Field (2016).","Athlete female, 66 ans, actif en Athletics/Track and Field (2016).","Female atleet, 66 jaar, actief in Athletics/Track and Field (2016)."
ath-6590,sport-7,Athlete B1UEIBET,Bowling,LES BARRACUDAS,Hainaut,Hainaut,Hainaut,"Male athlete, age 58, active in Bowling (2016).","Athlete male, 58 ans, actif en Bowling (2016).","Male atleet, 58 jaar, actief in Bowling (2016)."
ath-6591,sport-19,Athlete B28J98DD,Sportgames,Unknown,Belgium,Belgium,Belgium,"Female athlete, age 39, active in Sportgames (2016).","Athlete female, 39 ans, actif en Sportgames (2016).","Female atleet, 39 jaar, actief in Sportgames (2016)."
ath-6666,sport-11,Athlete BE5E5YVX,Football/Soccer,M.P.I. MAASEIK,Limburg,Limburg,Limburg,"Male athlete, age 26, active in Football/Soccer (2016).","Athlete male, 26 ans, actif en Football/Soccer (2016).","Male atleet, 26 jaar, actief in Football/Soccer (2016)."
ath-6687,sport-3,Athlete BI3HS5JJ,Athletics/Track and Field,LES AUBEPINES,Liège,Liège,Liège,"Male athlete, age 22, active in Athletics/Track and Field (2016).","Athlete male, 22 ans, actif en Athletics/Track and Field (2016).","Male atleet, 22 jaar, actief in Athletics/Track and Field (2016)."
ath-6693,sport-11,Athlete BK0HC8Q8,Football/Soccer,LES 3 SAPINS,Hainaut,Hainaut,Hainaut,"Male athlete, age 37, active in Football/Soccer (2016).","Athlete male, 37 ans, actif en Football/Soccer (2016).","Male atleet, 37 jaar, actief in Football/Soccer (2016)."
ath-6706,sport-3,Athlete BLDA5ED0,Athletics/Track and Field,SPORTCLUB TORDALE,West-Vlaanderen,West-Vlaanderen,West-Vlaanderen,"Female athlete, age 24, active in Athletics/Track and Field (2016).","Athlete female, 24 ans, actif en Athletics/Track and Field (2016).","Female atleet, 24 jaar, actief in Athletics/Track and Field (2016)."
ath-6725,sport-2,Athlete BOPC232U,Aquatics/Swimming,LES GOELANDS,Hainaut,Hainaut,Hainaut,"Male athlete, age 65, active in Aquatics/Swimming (2016).","Athlete male, 65 ans, actif en Aquatics/Swimming (2016).","Male atleet, 65 jaar, actief in Aquatics/Swimming (2016)."
ath-6760,sport-3,Athlete BSQ0D3TU,Athletics/Track and Field,RESIDENCE ÉLYSÉE,Hainaut,Hainaut,Hainaut,"Female athlete, age 52, active in Athletics/Track and Field (2016).","Athlete female, 52 ans, actif en Athletics/Track and Field (2016).","Female atleet, 52 jaar, actief in Athletics/Track and Field (2016)."
ath-6770,sport-3,Athlete BUW1DLBX,Athletics/Track and Field,SCHOONDERHAGE,Oost-Vlaanderen,Oost-Vlaanderen,Oost-Vlaanderen,"Female athlete, age 45, active in Athletics/Track and Field (2016).","Athlete female, 45 ans, actif en Athletics/Track and Field (2016).","Female atleet, 45 jaar, actief in Athletics/Track and Field (2016)."
ath-6810,sport-2,Athlete C12L3ZHN,Aquatics/Swimming,WIRIC,Limburg,Limburg,Limburg,"Female athlete, age 41, active in Aquatics/Swimming (2016).","Athlete female, 41 ans, actif en Aquatics/Swimming (2016).","Female atleet, 41 jaar, actief in Aquatics/Swimming (2016)."
ath-6824,sport-3,Athlete C4BYRE7W,Athletics/Track and Field,DE BOEG,Oost-Vlaanderen,Oost-Vlaanderen,Oost-Vlaanderen,"Male athlete, age 34, active in Athletics/Track and Field (2016).","Athlete male, 34 ans, actif en Athletics/Track and Field (2016).","Male atleet, 34 jaar, actief in Athletics/Track and Field (2016)."
ath-6855,sport-10,Athlete CBGDTBT3,Floorball,SPORTCLUB TORDALE,West-Vlaanderen,West-Vlaanderen,West-Vlaanderen,"Male athlete, age 26, active in Floorball (2016).","Athlete male, 26 ans, actif en Floorball (2016).","Male atleet, 26 jaar, actief in Floorball (2016)."
ath-6884,sport-11,Athlete CFJ498CJ,Football/Soccer,RECREAS KFC ALKEN,Limburg,Limburg,Limburg,"Male athlete, age 30, active in Football/Soccer (2016).","Athlete male, 30 ans, actif en Football/Soccer (2016).","Male atleet, 30 jaar, actief in Football/Soccer (2016)."
ath-6906,sport-11,Athlete CJUJHXE2,Football/Soccer,REAL FC BERG,Limburg,Limburg,Limburg,"Male athlete, age 30, active in Football/Soccer (2016).","Athlete male, 30 ans, actif en Football/Soccer (2016).","Male atleet, 30 jaar, actief in Football/Soccer (2016)."
ath-6919,sport-7,Athlete CM2U0M7X,Bowling,"CERCLE SPORTIF ""LA SEVE""",Liège,Liège,Liège,"Female athlete, age 67, active in Bowling (2016).","Athlete female, 67 ans, actif en Bowling (2016).","Female atleet, 67 jaar, actief in Bowling (2016)."
ath-6944,sport-11,Athlete CQ1MNJZP,Football/Soccer,Unknown,Belgium,Belgium,Belgium,"Male athlete, age 56, active in Football/Soccer (2016).","Athlete male, 56 ans, actif en Football/Soccer (2016).","Male atleet, 56 jaar, actief in Football/Soccer (2016)."
ath-6957,sport-3,Athlete CR8FXUVX,Athletics/Track and Field,ROZENKRANS,West-Vlaanderen,West-Vlaanderen,West-Vlaanderen,"Female athlete, age 25, active in Athletics/Track and Field (2016).","Athlete female, 25 ans, actif en Athletics/Track and Field (2016).","Female atleet, 25 jaar, actief in Athletics/Track and Field (2016)."
ath-7013,sport-8,Athlete CYNY4J56,Cycling,SPORTCLUB DRUIVENSTREEK,Vlaams-Brabant,Vlaams-Brabant,Vlaams-Brabant,"Male athlete, age 70, active in Cycling (2016).","Athlete male, 70 ans, actif en Cycling (2016).","Male atleet, 70 jaar, actief in Cycling (2016)."
ath-7046,sport-12,Athlete D430ULJU,Gymnastics (Artistic),KRACHT EN GEDULD,Oost-Vlaanderen,Oost-Vlaanderen,Oost-Vlaanderen,"Male athlete, age 25, active in Gymnastics (Artistic) (2016).","Athlete male, 25 ans, actif en Gymnastics (Artistic) (2016).","Male atleet, 25 jaar, actief in Gymnastics (Artistic) (2016)."
ath-7064,sport-3,Athlete D6NC5SML,Athletics/Track and Field,ONS ERF,West-Vlaanderen,West-Vlaanderen,West-Vlaanderen,"Male athlete, age 34, active in Athletics/Track and Field (2016).","Athlete male, 34 ans, actif en Athletics/Track and Field (2016).","Male atleet, 34 jaar, actief in Athletics/Track and Field (2016)."
ath-7067,sport-3,Athlete D6YR1U0W,Athletics/Track and Field,LA SOURIS VERTE,Hainaut,Hainaut,Hainaut,"Male athlete, age 40, active in Athletics/Track and Field (2016).","Athlete male, 40 ans, actif en Athletics/Track and Field (2016).","Male atleet, 40 jaar, actief in Athletics/Track and Field (2016)."
ath-7092,sport-11,Athlete DAQTCEAN,Football/Soccer,RECREAS KFC ALKEN,Limburg,Limburg,Limburg,"Male athlete, age 55, active in Football/Soccer (2016).","Athlete male, 55 ans, actif en Football/Soccer (2016).","Male atleet, 55 jaar, actief in Football/Soccer (2016)."
ath-7106,sport-2,Athlete DCZFZ4FZ,Aquatics/Swimming,Unknown,Belgium,Belgium,Belgium,"Female athlete, age 41, active in Aquatics/Swimming (2016).","Athlete female, 41 ans, actif en Aquatics/Swimming (2016).","Female atleet, 41 jaar, actief in Aquatics/Swimming (2016)."
ath-7123,sport-2,Athlete DG05YHHQ,Aquatics/Swimming,HET ROER,Limburg,Limburg,Limburg,"Female athlete, age 58, active in Aquatics/Swimming (2016).","Athlete female, 58 ans, actif en Aquatics/Swimming (2016).","Female atleet, 58 jaar, actief in Aquatics/Swimming (2016)."
ath-7131,sport-11,Athlete DHM586QL,Football/Soccer,S.J.N. CLUB,Brussel/Bruxelles,Brussel/Bruxelles,Brussel/Bruxelles,"Male athlete, age 30, active in Football/Soccer (2016).","Athlete male, 30 ans, actif en Football/Soccer (2016).","Male atleet, 30 jaar, actief in Football/Soccer (2016)."
ath-7163,sport-3,Athlete DNV8OR6S,Athletics/Track and Field,LES QUILLES LIBRES,Luxembourg,Luxembourg,Luxembourg,"Female athlete, age 64, active in Athletics/Track and Field (2016).","Athlete female, 64 ans, actif en Athletics/Track and Field (2016).","Female atleet, 64 jaar, actief in Athletics/Track and Field (2016)."
ath-7167,sport-7,Athlete DOO14PKO,Bowling,METHYS,Liège,Liège,Liège,"Male athlete, age 37, active in Bowling (2016).","Athlete male, 37 ans, actif en Bowling (2016).","Male atleet, 37 jaar, actief in Bowling (2016)."
ath-7181,sport-11,Athlete DQZOYULS,Football/Soccer,DE HOGE KOUTER,West-Vlaanderen,West-Vlaanderen,West-Vlaanderen,"Male athlete, age 30, active in Football/Soccer (2016).","Athlete male, 30 ans, actif en Football/Soccer (2016).","Male atleet, 30 jaar, actief in Football/Soccer (2016)."
ath-7199,sport-2,Athlete DTB1MBW2,Aquatics/Swimming,LES SPITANTS,Liège,Liège,Liège,"Male athlete, age 41, active in Aquatics/Swimming (2016).","Athlete male, 41 ans, actif en Aquatics/Swimming (2016).","Male atleet, 41 jaar, actief in Aquatics/Swimming (2016)."
ath-7228,sport-23,Athlete DZOLKTK2,Triathlon,CLAIRVAL SPORT ACIS,Luxembourg,Luxembourg,Luxembourg,"Female athlete, age 39, active in Triathlon (2016).","Athlete female, 39 ans, actif en Triathlon (2016).","Female atleet, 39 jaar, actief in Triathlon (2016)."
ath-7235,sport-9,Athlete E05410IO,Equestrian,Unknown,Belgium,Belgium,Belgium,"Male athlete, age 71, active in Equestrian (2016).","Athlete male, 71 ans, actif en Equestrian (2016).","Male atleet, 71 jaar, actief in Equestrian (2016)."
ath-7241,sport-4,Athlete E0WJ4PBU,Badminton,LE GARDIAN V3,Namur,Namur,Namur,"Male athlete, age 33, active in Badminton (2016).","Athlete male, 33 ans, actif en Badminton (2016).","Male atleet, 33 jaar, actief in Badminton (2016)."
ath-7271,sport-22,Athlete E5FREG1C,Tennis,GRAND AXHE,Liège,Liège,Liège,"Male athlete, age 58, active in Tennis (2016).","Athlete male, 58 ans, actif en Tennis (2016).","Male atleet, 58 jaar, actief in Tennis (2016)."
ath-7289,sport-4,Athlete E7ZTK8HR,Badminton,Unknown,Belgium,Belgium,Belgium,"Female athlete, age 43, active in Badminton (2016).","Athlete female, 43 ans, actif en Badminton (2016).","Female atleet, 43 jaar, actief in Badminton (2016)."
ath-7295,sport-2,Athlete E96HQEW2,Aquatics/Swimming,S.J.N. CLUB,Brussel/Bruxelles,Brussel/Bruxelles,Brussel/Bruxelles,"Male athlete, age 28, active in Aquatics/Swimming (2016).","Athlete male, 28 ans, actif en Aquatics/Swimming (2016).","Male atleet, 28 jaar, actief in Aquatics/Swimming (2016)."
ath-7305,sport-9,Athlete EAU3DPAR,Equestrian,I.S.B.,Brussel/Bruxelles,Brussel/Bruxelles,Brussel/Bruxelles,"Male athlete, age 22, active in Equestrian (2016).","Athlete male, 22 ans, actif en Equestrian (2016).","Male atleet, 22 jaar, actief in Equestrian (2016)."
ath-7340,sport-4,Athlete EH31TQ7A,Badminton,SPORTCLUB TORDALE,West-Vlaanderen,West-Vlaanderen,West-Vlaanderen,"Male athlete, age 37, active in Badminton (2016).","Athlete male, 37 ans, actif en Badminton (2016).","Male atleet, 37 jaar, actief in Badminton (2016)."
ath-7357,sport-2,Athlete EJ99OQDG,Aquatics/Swimming,Unknown,Belgium,Belgium,Belgium,"Male athlete, age 42, active in Aquatics/Swimming (2016).","Athlete male, 42 ans, actif en Aquatics/Swimming (2016).","Male atleet, 42 jaar, actief in Aquatics/Swimming (2016)."
ath-7383,sport-12,Athlete ENQ7QS7C,Gymnastics (Artistic),LA CLAIRIÈRE,Brussel/Bruxelles,Brussel/Bruxelles,Brussel/Bruxelles,"Male athlete, age 20, active in Gymnastics (Artistic) (2016).","Athlete male, 20 ans, actif en Gymnastics (Artistic) (2016).","Male atleet, 20 jaar, actief in Gymnastics (Artistic) (2016)."
ath-7426,sport-3,Athlete EV2V5Q63,Athletics/Track and Field,LE PETIT POUCET,Hainaut,Hainaut,Hainaut,"Male athlete, age 50, active in Athletics/Track and Field (2016).","Athlete male, 50 ans, actif en Athletics/Track and Field (2016).","Male atleet, 50 jaar, actief in Athletics/Track and Field (2016)."
ath-7448,sport-3,Athlete EYS54JWE,Athletics/Track and Field,ROZENKRANS,West-Vlaanderen,West-Vlaanderen,West-Vlaanderen,"Male athlete, age 24, active in Athletics/Track and Field (2016).","Athlete male, 24 ans, actif en Athletics/Track and Field (2016).","Male atleet, 24 jaar, actief in Athletics/Track and Field (2016)."
ath-7451,sport-17,Athlete EZZU89WF,Netball,DE HOGE KOUTER,West-Vlaanderen,West-Vlaanderen,West-Vlaanderen,"Female athlete, age 24, active in Netball (2016).","Athlete female, 24 ans, actif en Netball (2016).","Female atleet, 24 jaar, actief in Netball (2016)."
ath-7480,sport-5,Athlete F5RQF85B,Basketball,Unknown,Belgium,Belgium,Belgium,"Female athlete, age 28, active in Basketball (2016).","Athlete female, 28 ans, actif en Basketball (2016).","Female atleet, 28 jaar, actief in Basketball (2016)."
ath-7507,sport-19,Athlete FA53EJNZ,Sportgames,LES TUNIQUES BLEUES,Brabant Wallon,Brabant Wallon,Brabant Wallon,"Female athlete, age 51, active in Sportgames (2016).","Athlete female, 51 ans, actif en Sportgames (2016).","Female atleet, 51 jaar, actief in Sportgames (2016)."
ath-7521,sport-2,Athlete FD9NXV25,Aquatics/Swimming,LES GRILLONS,Liège,Liège,Liège,"Female athlete, age 61, active in Aquatics/Swimming (2016).","Athlete female, 61 ans, actif en Aquatics/Swimming (2016).","Female atleet, 61 jaar, actief in Aquatics/Swimming (2016)."
ath-7535,sport-2,Athlete FG3569NR,Aquatics/Swimming,LES GRILLONS,Liège,Liège,Liège,"Male athlete, age 52, active in Aquatics/Swimming (2016).","Athlete male, 52 ans, actif en Aquatics/Swimming (2016).","Male atleet, 52 jaar, actief in Aquatics/Swimming (2016)."
ath-7538,sport-2,Athlete FGKCK5WM,Aquatics/Swimming,Unknown,Belgium,Belgium,Belgium,"Female athlete, age 38, active in Aquatics/Swimming (2016).","Athlete female, 38 ans, actif en Aquatics/Swimming (2016).","Female atleet, 38 jaar, actief in Aquatics/Swimming (2016)."
ath-7552,sport-6,Athlete FIFM77IM,Bocce,Unknown,Belgium,Belgium,Belgium,"Female athlete, age 68, active in Bocce (2016).","Athlete female, 68 ans, actif en Bocce (2016).","Female atleet, 68 jaar, actief in Bocce (2016)."
ath-7559,sport-2,Athlete FJZTD181,Aquatics/Swimming,DE BRON,Oost-Vlaanderen,Oost-Vlaanderen,Oost-Vlaanderen,"Male athlete, age 45, active in Aquatics/Swimming (2016).","Athlete male, 45 ans, actif en Aquatics/Swimming (2016).","Male atleet, 45 jaar, actief in Aquatics/Swimming (2016)."
ath-7562,sport-1,Athlete FK8QA7BJ,Adapted Physical Activities,LES 1001 NUITS,Brabant Wallon,Brabant Wallon,Brabant Wallon,"Female athlete, age 36, active in Adapted Physical Activities (2016).","Athlete female, 36 ans, actif en Adapted Physical Activities (2016).","Female atleet, 36 jaar, actief in Adapted Physical Activities (2016)."
ath-7613,sport-7,Athlete FU3PTZDH,Bowling,LA BASTIDE,Namur,Namur,Namur,"Male athlete, age 75, active in Bowling (2016).","Athlete male, 75 ans, actif en Bowling (2016).","Male atleet, 75 jaar, actief in Bowling (2016)."
ath-7625,sport-17,Athlete FVWDP32L,Netball,HADEP,Brussel/Bruxelles,Brussel/Bruxelles,Brussel/Bruxelles,"Male athlete, age 38, active in Netball (2016).","Athlete male, 38 ans, actif en Netball (2016).","Male atleet, 38 jaar, actief in Netball (2016)."
ath-7658,sport-1,Athlete G2E23TI4,Adapted Physical Activities,Unknown,Belgium,Belgium,Belgium,"Female athlete, age 56, active in Adapted Physical Activities (2016).","Athlete female, 56 ans, actif en Adapted Physical Activities (2016).","Female atleet, 56 jaar, actief in Adapted Physical Activities (2016)."
ath-7672,sport-3,Athlete G4TMQDVS,Athletics/Track and Field,Unknown,Belgium,Belgium,Belgium,"Male athlete, age 40, active in Athletics/Track and Field (2016).","Athlete male, 40 ans, actif en Athletics/Track and Field (2016).","Male atleet, 40 jaar, actief in Athletics/Track and Field (2016)."
ath-7736,sport-11,Athlete GG8I9TQN,Football/Soccer,DE HOGE KOUTER,West-Vlaanderen,West-Vlaanderen,West-Vlaanderen,"Male athlete, age 30, active in Football/Soccer (2016).","Athlete male, 30 ans, actif en Football/Soccer (2016).","Male atleet, 30 jaar, actief in Football/Soccer (2016)."
ath-7753,sport-19,Athlete GITV3RYG,Sportgames,LES OLIVIERS SPORT,Liège,Liège,Liège,"Female athlete, age 44, active in Sportgames (2016).","Athlete female, 44 ans, actif en Sportgames (2016).","Female atleet, 44 jaar, actief in Sportgames (2016)."
ath-7755,sport-12,Athlete GIVDMXE6,Gymnastics (Artistic),KRACHT EN GEDULD,Oost-Vlaanderen,Oost-Vlaanderen,Oost-Vlaanderen,"Female athlete, age 27, active in Gymnastics (Artistic) (2016).","Athlete female, 27 ans, actif en Gymnastics (Artistic) (2016).","Female atleet, 27 jaar, actief in Gymnastics (Artistic) (2016)."
ath-7760,sport-2,Athlete GJKIJG5A,Aquatics/Swimming,LES KOLOUTES,Brabant Wallon,Brabant Wallon,Brabant Wallon,"Male athlete, age 57, active in Aquatics/Swimming (2016).","Athlete male, 57 ans, actif en Aquatics/Swimming (2016).","Male atleet, 57 jaar, actief in Aquatics/Swimming (2016)."
